# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue May 29 05:01:23 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandeperr1: Transit Depth Upper Unc. [percent]
# COLUMN pl_trandeperr2: Transit Depth Lower Unc. [percent]
# COLUMN pl_trandeplim:  Transit Depth Limit Flag
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [days]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [days]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_occdep:      Occultation Depth [percentage]
# COLUMN pl_occdeperr1:  Occultation Depth Upper Unc. [percentage]
# COLUMN pl_occdeperr2:  Occultation Depth Lower Unc. [percentage]
# COLUMN pl_occdeplim:   Occultation Depth Limit Flag
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN st_sp:          Spectral Type
# COLUMN st_spstr:       Spectral Type
# COLUMN st_sperr:       Spectral Type Unc.
# COLUMN st_splim:       Spectral Type Limit Flag
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_vjerr:       V-band (Johnson) Unc. [mag]
# COLUMN st_vjlim:       V-band (Johnson) Limit Flag
#
loc_rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_pelink,st_sp,st_spstr,st_sperr,st_splim,st_vj,st_vjerr,st_vjlim
2815,Kepler-533,b,1,28.51120525,0.00002321,-0.00002321,0,,,,,,,,,,,,,,,,,0.302,0.007,-0.029,0,,,,,19h34m44.58s,293.685736,+48d49m30.5s,48.825146,305.00,7.29,-8.13,0,13.933,,0,Kepler-band,,,,4758.00,53.50,-40.01,0,0.78,0.02,-0.03,0,0.72,0.01,-0.02,0,2016-05-10,,,,,3.380,0.080,-0.320,0,,,,,0.1907670,0.0022000,-0.0022000,0,2455020.363548,0.000618,-0.000618,0,,,,,http://exoplanet.eu/catalog/kepler-533_b/,,,,,,,
2816,Kepler-534,b,1,15.95994513,0.00002216,-0.00002216,0,,,,,,,,,,,,,,,,,0.200,0.007,-0.006,0,,,,,19h45m40.45s,296.418559,+49d32m24.4s,49.540104,473.00,17.06,-16.30,0,13.235,,0,Kepler-band,,,,5884.00,73.37,-76.49,0,1.05,0.03,-0.03,0,0.98,0.03,-0.03,0,2016-05-10,,,,,2.240,0.080,-0.070,0,,,,,0.1818880,0.0014920,-0.0014920,0,2455004.522010,0.001070,-0.001070,0,,,,,http://exoplanet.eu/catalog/kepler-534_b/,,,,,,,
2817,Kepler-535,b,1,4.90332155,0.00000454,-0.00000454,0,,,,,,,,,,,,,,,,,0.211,0.029,-0.019,0,,,,,19h46m15.99s,296.566641,+49d41m46.5s,49.696251,678.00,92.15,-62.67,0,13.174,,0,Kepler-band,,,,6123.00,74.81,-69.56,0,1.18,0.06,-0.04,0,1.27,0.18,-0.11,0,2016-05-10,,,,,2.360,0.330,-0.210,0,,,,,0.1195790,0.0010420,-0.0010420,0,2455005.900713,0.000768,-0.000768,0,,,,,http://exoplanet.eu/catalog/kepler-535_b/,,,,,,,
2818,Kepler-536,b,1,1.82708230,0.00000044,-0.00000044,0,,,,,,,,,,,,,,,,,0.277,0.034,-0.020,0,,,,,19h50m56.73s,297.736380,+49d38m13.8s,49.637154,446.00,57.08,-35.14,0,13.807,,0,Kepler-band,,,,5524.00,91.48,-143.16,0,0.92,0.05,-0.06,0,0.89,0.11,-0.06,0,2016-05-10,,,,,3.100,0.380,-0.220,0,,,,,0.0815275,0.0003354,-0.0003354,0,2455003.525764,0.000193,-0.000193,0,,,,,http://exoplanet.eu/catalog/kepler-536_b/,,,,,,,
2819,Kepler-537,b,1,3.24755522,0.00000526,-0.00000526,0,,,,,,,,,,,,,,,,,0.126,0.005,-0.004,0,,,,,19h19m31.35s,289.880634,+51d16m37.5s,51.277081,465.00,15.58,-15.00,0,13.100,,0,Kepler-band,,,,5763.00,62.32,-50.52,0,1.07,0.03,-0.03,0,0.99,0.03,-0.03,0,2016-05-10,,,,,1.410,0.060,-0.040,0,,,,,0.1034830,0.0017290,-0.0017290,0,2455004.277460,0.001270,-0.001270,0,,,,,http://exoplanet.eu/catalog/kepler-537_b/,,,,,,,
2820,Kepler-538,b,1,81.73780699,0.00009326,-0.00009326,0,,,,,,,,,,,,,,,,,0.202,0.009,-0.008,0,,,,,19h49m56.86s,297.486901,+49d37m24.4s,49.623455,165.00,7.72,-7.27,0,11.195,,0,Kepler-band,,,,5650.00,69.81,-58.60,0,0.96,0.03,-0.04,0,0.90,0.04,-0.04,0,2016-05-10,,,,,2.260,0.100,-0.090,0,,,,,0.2791870,0.0011630,-0.0011630,0,2455044.678814,0.000863,-0.000863,0,,,,,http://exoplanet.eu/catalog/kepler-538_b/,,,,,,,
2821,Kepler-539,b,2,125.63243000,0.00071000,-0.00071000,0,0.498800,0.006700,-0.006700,0,0.390000,,,1,89.845,0.086,-0.086,0,0.97000,0.29000,-0.29000,0,0.747,0.017,-0.017,0,2.90000,0.88000,-0.88000,0,19h56m29.39s,299.122454,+41d52m00.3s,41.866760,313.00,13.20,-12.73,0,12.391,,0,Kepler-band,,,,5820.00,80.00,-80.00,0,1.05,0.04,-0.04,0,0.95,0.02,-0.02,0,2016-05-10,0.97000,0.29000,-0.29000,0,8.373,0.191,-0.191,0,,,,,,,,,2455588.871000,0.003000,-0.003000,0,,,,,http://exoplanet.eu/catalog/kepler-539_b/,4.20,G2 V,,0,,,
2822,Kepler-539,c,2,1000.00000000,,,-1,2.420000,0.500000,-0.510000,0,0.500000,0.100000,-0.100000,0,,,,,2.40000,1.20000,-1.20000,0,,,,,,,,,19h56m29.39s,299.122454,+41d52m00.3s,41.866760,313.00,13.20,-12.73,0,12.391,,0,Kepler-band,,,,5820.00,80.00,-80.00,0,1.05,0.04,-0.04,0,0.95,0.02,-0.02,0,2016-05-10,2.40000,1.20000,-1.20000,0,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/kepler-539_c/,4.20,G2 V,,0,,,
2823,Kepler-54,b,3,8.01094340,0.00006900,-0.00006900,0,,,,,,,,,,,,,0.92000,,,1,0.187,,,0,,,,,19h39m05.75s,294.773939,+43d03m22.7s,43.056295,,,,,15.847,,0,Kepler-band,,,,4252.00,100.00,-100.00,0,0.51,,,0,0.55,0.02,-0.02,0,2014-05-14,0.92000,,,1,2.100,,,0,,,,,0.1422000,,,0,2455003.205730,0.002900,-0.002900,0,,,,,http://exoplanet.eu/catalog/kepler-54_b/,,,,,,,
2824,Kepler-54,c,3,12.07172490,0.00029000,-0.00029000,0,,,,,,,,,,,,,0.37000,,,1,0.110,,,0,,,,,19h39m05.75s,294.773939,+43d03m22.7s,43.056295,,,,,15.847,,0,Kepler-band,,,,4252.00,100.00,-100.00,0,0.51,,,0,0.55,0.02,-0.02,0,2014-05-14,0.37000,,,1,1.230,,,0,,,,,0.2072000,,,0,2454976.448420,0.009100,-0.009100,0,,,,,http://exoplanet.eu/catalog/kepler-54_c/,,,,,,,
2825,Kepler-54,d,3,20.99569400,0.00014300,-0.00014300,0,0.126000,,,0,,,,,,,,,,,,,0.136,0.007,-0.007,0,,,,,19h39m05.75s,294.773939,+43d03m22.7s,43.056295,,,,,15.847,,0,Kepler-band,,,,4252.00,100.00,-100.00,0,0.51,,,0,0.55,0.02,-0.02,0,2014-05-14,,,,,1.530,0.080,-0.080,0,,,,,0.1124000,0.0047000,-0.0047000,0,2454985.319950,0.003900,-0.003900,0,,,,,http://exoplanet.eu/catalog/kepler-54_d/,,,,,,,
2826,Kepler-540,b,1,172.70497840,0.00053560,-0.00053560,0,,,,,,,,,,,,,,,,,0.242,0.034,-0.023,0,,,,,19h22m30.06s,290.625252,+44d52m26.3s,44.873962,350.00,48.23,-33.69,0,12.209,,0,Kepler-band,,,,5946.00,77.07,-63.84,0,1.02,0.06,-0.05,0,1.08,0.15,-0.10,0,2016-05-10,,,,,2.710,0.380,-0.260,0,,,,,0.4699710,0.0031250,-0.0031250,0,2455069.923380,0.002230,-0.002230,0,,,,,http://exoplanet.eu/catalog/kepler-540_b/,,,,,,,
2827,Kepler-541,b,1,5.08005848,0.00001338,-0.00001338,0,,,,,,,,,,,,,,,,,0.300,0.052,-0.050,0,,,,,19h36m35.92s,294.149669,+38d27m29.7s,38.458259,1020.00,165.01,-161.97,0,13.281,,0,Kepler-band,,,,6166.00,102.75,-99.75,0,1.41,0.12,-0.16,0,2.06,0.32,-0.33,0,2016-05-10,,,,,3.360,0.580,-0.560,0,,,,,0.2191130,0.0028130,-0.0028130,0,2455007.427760,0.002320,-0.002320,0,,,,,http://exoplanet.eu/catalog/kepler-541_b/,,,,,,,
2828,Kepler-542,b,1,13.14497566,0.00003491,-0.00003491,0,,,,,,,,,,,,,,,,,0.140,0.009,-0.010,0,,,,,19h28m51.62s,292.215089,+38d32m54.9s,38.548588,439.00,27.36,-21.05,0,13.435,,0,Kepler-band,,,,5526.00,76.12,-59.55,0,0.93,0.04,-0.04,0,0.90,0.06,-0.04,0,2016-05-10,,,,,1.570,0.100,-0.110,0,,,,,0.1498500,0.0029500,-0.0029500,0,2455007.845610,0.002320,-0.002320,0,,,,,http://exoplanet.eu/catalog/kepler-542_b/,,,,,,,
2829,Kepler-543,b,1,13.89961966,0.00001102,-0.00001102,0,,,,,,,,,,,,,,,,,0.223,0.011,-0.023,0,,,,,19h08m52.49s,287.218727,+38d51m45.0s,38.862513,212.00,11.16,-9.23,0,13.577,,0,Kepler-band,,,,4671.00,85.64,-76.72,0,0.70,0.05,-0.04,0,0.67,0.03,-0.03,0,2016-05-10,,,,,2.500,0.120,-0.260,0,,,,,0.1484710,0.0022460,-0.0022460,0,2455015.865271,0.000626,-0.000626,0,,,,,http://exoplanet.eu/catalog/kepler-543_b/,,,,,,,
2830,Kepler-544,b,1,21.41616926,0.00008095,-0.00008095,0,,,,,,,,,,,,,,,,,0.189,0.017,-0.012,0,,,,,19h36m06.98s,294.029098,+39d03m06.6s,39.051846,797.00,70.01,-52.97,0,13.542,,0,Kepler-band,,,,6206.00,68.10,-58.72,0,1.16,0.04,-0.04,0,1.22,0.11,-0.08,0,2016-05-10,,,,,2.120,0.190,-0.140,0,,,,,0.2953700,0.0042500,-0.0042500,0,2455009.251230,0.003040,-0.003040,0,,,,,http://exoplanet.eu/catalog/kepler-544_b/,,,,,,,
2831,Kepler-545,b,1,13.24934059,0.00002104,-0.00002104,0,,,,,,,,,,,,,,,,,0.240,0.027,-0.019,0,,,,,19h22m15.91s,290.566303,+40d41m31.4s,40.692045,831.00,93.35,-63.05,0,14.150,,0,Kepler-band,,,,5882.00,77.41,-64.41,0,1.04,0.04,-0.04,0,1.07,0.12,-0.08,0,2016-05-10,,,,,2.690,0.300,-0.210,0,,,,,0.1859750,0.0022250,-0.0022250,0,2455012.520750,0.001290,-0.001290,0,,,,,http://exoplanet.eu/catalog/kepler-545_b/,,,,,,,
2832,Kepler-546,b,1,4.14702026,0.00000088,-0.00000088,0,,,,,,,,,,,,,,,,,0.624,0.172,-0.069,0,,,,,18h53m01.82s,283.257599,+40d59m25.8s,40.990498,896.00,248.07,-103.79,0,14.288,,0,Kepler-band,,,,5967.00,92.74,-130.13,0,1.11,0.11,-0.07,0,1.15,0.32,-0.13,0,2016-05-10,,,,,7.000,1.930,-0.770,0,,,,,0.1207040,0.0004750,-0.0004750,0,2455003.326066,0.000171,-0.000171,0,,,,,http://exoplanet.eu/catalog/kepler-546_b/,,,,,,,
2833,Kepler-547,b,1,6.01038429,0.00000157,-0.00000157,0,,,,,,,,,,,,,,,,,0.357,0.012,-0.028,0,,,,,19h04m28.48s,286.118673,+44d20m43.0s,44.345280,361.00,14.14,-18.66,0,14.247,,0,Kepler-band,,,,4828.00,40.10,-46.81,0,0.78,0.03,-0.04,0,0.73,0.02,-0.04,0,2016-05-10,,,,,4.000,0.130,-0.310,0,,,,,0.0926790,0.0011330,-0.0011330,0,2455007.084771,0.000207,-0.000207,0,,,,,http://exoplanet.eu/catalog/kepler-547_b/,,,,,,,
2834,Kepler-548,b,1,4.45419434,0.00000038,-0.00000038,0,,,,,,,,,,,,,,,,,1.070,0.195,-0.098,0,,,,,19h59m37.42s,299.905910,+45d26m22.8s,45.439678,776.00,153.57,-80.61,0,14.995,,0,Kepler-band,,,,5535.00,265.27,-230.38,0,0.93,0.09,-0.07,0,0.90,0.16,-0.08,0,2016-05-10,,,,,11.990,2.190,-1.100,0,,,,,0.0966580,0.0005500,-0.0005500,0,2455005.820206,0.000069,-0.000069,0,,,,,http://exoplanet.eu/catalog/kepler-548_b/,,,,,,,
2835,Kepler-549,b,2,42.94956490,0.00015430,-0.00015430,0,,,,,,,,,,,,,,,,,0.229,0.021,-0.015,0,,,,,18h52m05.47s,283.022789,+47d15m40.1s,47.261135,648.00,56.49,-40.60,0,14.621,,0,Kepler-band,,,,5360.00,66.88,-72.90,0,0.88,0.04,-0.05,0,0.84,0.07,-0.05,0,2016-05-10,,,,,2.570,0.230,-0.170,0,,,,,0.2227870,0.0034620,-0.0034620,0,2454986.737620,0.002670,-0.002670,0,,,,,http://exoplanet.eu/catalog/kepler-549_b/,,,,,,,
2836,Kepler-549,c,2,117.04049800,0.00177700,-0.00177700,0,,,,,,,,,,,,,,,,,0.261,0.022,-0.053,0,,,,,18h52m05.47s,283.022789,+47d15m40.1s,47.261135,648.00,56.49,-40.60,0,14.621,,0,Kepler-band,,,,5360.00,66.88,-72.90,0,0.88,0.04,-0.05,0,0.84,0.07,-0.05,0,2016-05-10,,,,,2.930,0.250,-0.590,0,,,,,0.3560400,0.0100800,-0.0100800,0,2455078.616160,0.009080,-0.009080,0,,,,,http://exoplanet.eu/catalog/kepler-549_c/,,,,,,,
2837,Kepler-55,b,5,27.94814490,0.00024000,-0.00024000,0,,,,,,,,,,,,,1.49000,,,1,0.217,,,0,,,,,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,,,,,15.791,,0,Kepler-band,,,,4503.00,100.00,-100.00,0,0.62,,,0,0.62,0.03,-0.03,0,2014-05-14,1.49000,,,1,2.430,,,0,,,,,0.1456000,,,0,2455011.795980,0.003100,-0.003100,0,,,,,http://exoplanet.eu/catalog/kepler-55_b/,,,,,,,
2838,Kepler-55,c,5,42.15164180,0.00053000,-0.00053000,0,,,,,,,,,,,,,1.11000,,,1,0.197,,,0,,,,,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,,,,,15.791,,0,Kepler-band,,,,4503.00,100.00,-100.00,0,0.62,,,0,0.62,0.03,-0.03,0,2014-05-14,1.11000,,,1,2.210,,,0,,,,,0.2109000,,,0,2454971.992840,0.004500,-0.004500,0,,,,,http://exoplanet.eu/catalog/kepler-55_c/,,,,,,,
2839,Kepler-55,d,5,2.21109900,0.00000400,-0.00000400,0,0.029000,,,0,,,,,,,,,,,,,0.142,0.008,-0.008,0,,,,,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,,,,,15.791,,0,Kepler-band,,,,4503.00,100.00,-100.00,0,0.62,,,0,0.62,0.03,-0.03,0,2014-05-14,,,,,1.590,0.090,-0.090,0,,,,,0.0685000,0.0013000,-0.0013000,0,2455003.149120,0.000910,-0.000910,0,,,,,http://exoplanet.eu/catalog/kepler-55_d/,,,,,,,
2840,Kepler-55,e,5,4.61753400,0.00002100,-0.00002100,0,0.048000,,,0,,,,,,,,,,,,,0.138,0.021,-0.021,0,,,,,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,,,,,15.791,,0,Kepler-band,,,,4503.00,100.00,-100.00,0,0.62,,,0,0.62,0.03,-0.03,0,2014-05-14,,,,,1.550,0.230,-0.230,0,,,,,0.0888000,0.0026000,-0.0026000,0,2454968.042540,0.002240,-0.002240,0,,,,,http://exoplanet.eu/catalog/kepler-55_e/,,,,,,,
2841,Kepler-55,f,5,10.19854500,0.00004500,-0.00004500,0,0.081000,,,0,,,,,,,,,,,,,0.142,0.009,-0.009,0,,,,,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,,,,,15.791,,0,Kepler-band,,,,4503.00,100.00,-100.00,0,0.62,,,0,0.62,0.03,-0.03,0,2014-05-14,,,,,1.590,0.100,-0.100,0,,,,,0.0905000,0.0030000,-0.0030000,0,2454970.917140,0.002650,-0.002650,0,,,,,http://exoplanet.eu/catalog/kepler-55_f/,,,,,,,
2842,Kepler-550,b,1,8.60010411,0.00000425,-0.00000425,0,,,,,,,,,,,,,,,,,0.394,0.030,-0.024,0,,,,,19h50m48.06s,297.700240,+47d51m49.5s,47.863750,563.00,46.87,-37.14,0,14.486,,0,Kepler-band,,,,5322.00,98.03,-122.84,0,0.87,0.04,-0.05,0,0.83,0.06,-0.05,0,2016-05-10,,,,,4.420,0.340,-0.270,0,,,,,0.1677130,0.0006540,-0.0006540,0,2455005.528619,0.000356,-0.000356,0,,,,,http://exoplanet.eu/catalog/kepler-550_b/,,,,,,,
2843,Kepler-551,b,1,12.37646610,0.00001298,-0.00001298,0,,,,,,,,,,,,,,,,,0.244,0.022,-0.013,0,,,,,19h01m56.41s,285.485043,+48d03m15.6s,48.054325,312.00,13.90,-12.89,0,14.897,,0,Kepler-band,,,,4286.00,37.81,-34.92,0,0.65,0.03,-0.03,0,0.63,0.02,-0.02,0,2016-05-10,,,,,2.730,0.250,-0.150,0,,,,,0.1147250,0.0019670,-0.0019670,0,2455012.404747,0.000797,-0.000797,0,,,,,http://exoplanet.eu/catalog/kepler-551_b/,,,,,,,
2844,Kepler-552,b,1,5.26341577,0.00000290,-0.00000290,0,,,,,,,,,,,,,,,,,0.352,0.073,-0.051,0,,,,,19h22m59.44s,290.747687,+48d14m31.2s,48.242012,834.00,174.97,-82.89,0,14.279,,0,Kepler-band,,,,5863.00,103.85,-100.72,0,1.03,0.06,-0.06,0,1.04,0.22,-0.10,0,2016-05-10,,,,,3.950,0.820,-0.570,0,,,,,0.0907420,0.0026960,-0.0026960,0,2455007.350788,0.000433,-0.000433,0,,,,,http://exoplanet.eu/catalog/kepler-552_b/,,,,,,,
2845,Kepler-553,b,2,4.03046804,0.00000164,-0.00000164,0,,,,,,,,,,,,,,,,,0.413,0.012,-0.016,0,,,,,19h54m12.20s,298.550829,+48d19m56.8s,48.332455,725.00,23.86,-22.31,0,14.924,,0,Kepler-band,,,,5266.00,88.28,-74.44,0,0.92,0.03,-0.03,0,0.85,0.02,-0.02,0,2016-05-10,,,,,4.630,0.130,-0.180,0,,,,,0.1167330,0.0009750,-0.0009750,0,2455004.092197,0.000317,-0.000317,0,,,,,http://exoplanet.eu/catalog/kepler-553_b/,,,,,,,
2846,Kepler-553,c,2,328.23995460,0.00036460,-0.00036460,0,,,,,,,,,,,,,,,,,0.999,0.029,-0.028,0,,,,,19h54m12.20s,298.550829,+48d19m56.8s,48.332455,725.00,23.86,-22.31,0,14.924,,0,Kepler-band,,,,5266.00,88.28,-74.44,0,0.92,0.03,-0.03,0,0.85,0.02,-0.02,0,2016-05-10,,,,,11.200,0.320,-0.310,0,,,,,0.5052960,0.0027830,-0.0027830,0,2455032.204142,0.000855,-0.000855,0,,,,,http://exoplanet.eu/catalog/kepler-553_c/,,,,,,,
2847,Kepler-554,b,1,1.90220856,0.00000041,-0.00000041,0,,,,,,,,,,,,,,,,,0.383,0.024,-0.019,0,,,,,19h45m37.64s,296.406853,+51d21m29.4s,51.358154,642.00,41.59,-31.95,0,14.313,,0,Kepler-band,,,,5447.00,76.54,-66.56,0,0.93,0.04,-0.03,0,0.92,0.06,-0.04,0,2016-05-10,,,,,4.290,0.270,-0.210,0,,,,,0.0919888,0.0002875,-0.0002875,0,2455003.449790,0.000174,-0.000174,0,,,,,http://exoplanet.eu/catalog/kepler-554_b/,,,,,,,
2848,Kepler-555,b,1,16.21775407,0.00002890,-0.00002890,0,,,,,,,,,,,,,,,,,0.252,0.050,-0.026,0,,,,,19h02m04.04s,285.516852,+38d55m56.7s,38.932408,772.00,151.58,-83.63,0,14.200,,0,Kepler-band,,,,5894.00,117.98,-162.81,0,1.03,0.07,-0.07,0,1.04,0.21,-0.10,0,2016-05-10,,,,,2.830,0.560,-0.290,0,,,,,0.2054000,0.0021130,-0.0021130,0,2455013.041960,0.001450,-0.001450,0,,,,,http://exoplanet.eu/catalog/kepler-555_b/,,,,,,,
2849,Kepler-556,b,1,11.72292176,0.00002381,-0.00002381,0,,,,,,,,,,,,,,,,,0.200,0.018,-0.011,0,,,,,19h22m07.07s,290.529444,+38d56m33.6s,38.942671,729.00,61.13,-40.19,0,14.112,,0,Kepler-band,,,,5740.00,57.53,-49.06,0,1.00,0.03,-0.04,0,0.98,0.08,-0.05,0,2016-05-10,,,,,2.240,0.200,-0.120,0,,,,,0.1739600,0.0021800,-0.0021800,0,2455010.318500,0.001570,-0.001570,0,,,,,http://exoplanet.eu/catalog/kepler-556_b/,,,,,,,
2850,Kepler-557,b,1,3.70598955,0.00000487,-0.00000487,0,,,,,,,,,,,,,,,,,0.238,0.071,-0.034,0,,,,,19h34m50.03s,293.708458,+41d36m54.5s,41.615135,1126.00,338.05,-167.88,0,14.641,,0,Kepler-band,,,,6068.00,151.79,-199.33,0,1.11,0.12,-0.09,0,1.16,0.35,-0.16,0,2016-05-10,,,,,2.670,0.800,-0.380,0,,,,,0.2126630,0.0019210,-0.0019210,0,2455002.943420,0.001070,-0.001070,0,,,,,http://exoplanet.eu/catalog/kepler-557_b/,,,,,,,
2851,Kepler-558,b,1,29.00790538,0.00008906,-0.00008906,0,,,,,,,,,,,,,,,,,0.211,0.015,-0.012,0,,,,,18h58m37.89s,284.657888,+42d39m09.6s,42.652676,652.00,42.26,-39.71,0,14.805,,0,Kepler-band,,,,5242.00,93.27,-66.35,0,0.85,0.04,-0.05,0,0.81,0.05,-0.05,0,2016-05-10,,,,,2.370,0.170,-0.140,0,,,,,0.2010790,0.0037210,-0.0037210,0,2455003.554050,0.002240,-0.002240,0,,,,,http://exoplanet.eu/catalog/kepler-558_b/,,,,,,,
